domain	intent	utterance	bio
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz kontakt leszek z numerem telefonu 640 482 681 jako typ domowy	o o b-name o o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz kontakt michał z numerem stacjonarny +48 541 918 858	o o b-name o o b-phone_type b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz kontakt tobiasz z numerem telefonu 32 445 37 68 jako stacjonarny	o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz kontakt wioletta o numerze telefonu 43 353 13 59 jako typ komórkowy	o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz krystian z numerem telefonu 598 523 239 jako stacjonarny	o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz laura wiśniewski z numerem 582 429 508 jako domowy	o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz leopold z numerem komórkowy 735 971 954	o b-name o o b-phone_type b-phone_number i-phone_number i-phone_number
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz marzena o numerze 67 277 72 32 o typie domowy	o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz numer 16 398 65 21 jako domowy i nazwij go cecylia	o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type o o o b-name
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz numer 737 575 611 jako typ pracowy i nazwij go aniela	o o b-phone_number i-phone_number i-phone_number o o b-phone_type o o o b-name
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz numer telefonu 48 247 22 33 jako typ stacjonarny i nazwij go alfreda czech	o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type o o o b-name i-name
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz numer telefonu 89 258 17 26 jako komórkowy i nazwij go jacek chruszczewski	o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type o o o b-name i-name
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz otylia o numerze telefonu 16 739 86 33 jako typ komórkowy	o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz rudolf z numerem telefonu +48 95 643 74 20 o typie pracowy	o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	EditNumberInContactWithNameToNumberAndToType	zapisz sandra o numerze 12 637 91 70 jako komórkowy	o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	OpenContacts	otwórz kontakty	o o
Contacts	OpenContacts	otwórz listę kontaktów	o o o
Contacts	OpenContacts	otwórz moje kontakty	o o o
Contacts	OpenContacts	otwórz moją listę kontaktów	o o o o
Contacts	OpenContacts	pokaż kontakty	o o
Contacts	OpenContacts	pokaż listę kontaktów	o o o
Contacts	OpenContacts	pokaż moje kontakty	o o o
Contacts	OpenContacts	pokaż moją listę kontaktów	o o o o
Contacts	OpenContacts	wyświetl kontakty	o o
Contacts	OpenContacts	wyświetl listę kontaktów	o o o
Contacts	OpenContacts	wyświetl moje kontakty	o o o
Contacts	OpenContacts	wyświetl moją listę kontaktów	o o o o
Contacts	OpenMyContact	otwórz moje informacje w kontaktach	o o o o o
Contacts	OpenMyContact	otwórz moją wizytkówkę	o o o
Contacts	OpenMyContact	otwórz mój wpis w kontaktach	o o o o o
Contacts	OpenMyContact	pokaż moje informacje w kontaktach	o o o o o
Contacts	OpenMyContact	pokaż moją wizytkówkę	o o o
Contacts	OpenMyContact	pokaż mój wpis w kontaktach	o o o o o
Contacts	OpenMyContact	wyświetl moje informacje w kontaktach	o o o o o
Contacts	OpenMyContact	wyświetl moją wizytkówkę	o o o
Contacts	OpenMyContact	wyświetl mój wpis w kontaktach	o o o o o
Contacts	ShowContactWithEmail	otwórz kontakt o adresie email sabina.woźniak@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt o adresie mailowym waleria.potok@gazeta.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt z adresem email grażyna.kłossowski@wpl.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt z emailem bogusław26278@o2.pl	o o o o b-email
Contacts	ShowContactWithEmail	otwórz kontakt z mailem marcelina13525@onet.pl	o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt o adresie email eugeniusz.jakubowski@gmail.com	o o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt o adresie mailowym marta10233@wpl.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt z adresem email kornelia.wiśniewski@wpl.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt z emailem arleta.piątek@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	otwórz mój kontakt z mailem zenon31606@wpl.pl	o o o o o b-email
Contacts	ShowContactWithEmail	pokaż kontakt o adresie email radosław.kędzierski@gazeta.pl	o o o o o b-email
Contacts	ShowContactWithEmail	pokaż kontakt o adresie mailowym benedykt11208@onet.pl	o o o o o b-email
Contacts	ShowContactWithEmail	pokaż kontakt z adresem email bartosz.majewski@gazeta.pl	o o o o o b-email
Contacts	ShowContactWithEmail	pokaż kontakt z emailem mariola28364@o2.pl	o o o o b-email
Contacts	ShowContactWithEmail	pokaż kontakt z mailem stanisław.towarek@wpl.pl	o o o o b-email
Contacts	ShowContactWithEmail	pokaż mój kontakt o adresie email liliana11637@wpl.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	pokaż mój kontakt o adresie mailowym alfons25866@gazeta.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	pokaż mój kontakt z adresem email janusz32171@wpl.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	pokaż mój kontakt z emailem florian342@gazeta.pl	o o o o o b-email
Contacts	ShowContactWithEmail	pokaż mój kontakt z mailem zenobia.skiba@interia.pl	o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl kontakt o adresie email rafał.mazur@onet.pl	o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl kontakt o adresie mailowym bartłomiej3258@wpl.pl	o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl kontakt z adresem email zenona.wyrzykowski@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl kontakt z emailem julianna.jankowski@gazeta.pl	o o o o b-email
Contacts	ShowContactWithEmail	wyświetl kontakt z mailem alfreda.majewski@onet.pl	o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt o adresie email rozalia29474@o2.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt o adresie mailowym rajmund15149@o2.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt z adresem email albert.topolski@interia.pl	o o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt z emailem kaja.borkowski@o2.pl	o o o o o b-email
Contacts	ShowContactWithEmail	wyświetl mój kontakt z mailem andrzej.nowak@onet.pl	o o o o o b-email
Contacts	ShowContactWithName	otwórz kontakt nazywający się joachim kwiecień	o o o o b-name i-name
Contacts	ShowContactWithName	otwórz kontakt o nazwie marta	o o o o b-name
Contacts	ShowContactWithName	otwórz mój kontakt nazywający się jakub lange	o o o o o b-name i-name
Contacts	ShowContactWithName	otwórz mój kontakt o nazwie józef	o o o o o b-name
Contacts	ShowContactWithName	pokaż kontakt nazywający się alfreda czech	o o o o b-name i-name
Contacts	ShowContactWithName	pokaż kontakt o nazwie jacek chruszczewski	o o o o b-name i-name
Contacts	ShowContactWithName	pokaż mój kontakt nazywający się małgorzata	o o o o o b-name
Contacts	ShowContactWithName	pokaż mój kontakt o nazwie norbert	o o o o o b-name
Contacts	ShowContactWithName	wyświetl kontakt nazywający się wiktor	o o o o b-name
Contacts	ShowContactWithName	wyświetl kontakt o nazwie mariusz mazur	o o o o b-name i-name
Contacts	ShowContactWithName	wyświetl mój kontakt nazywający się tata	o o o o o b-name
Contacts	ShowContactWithName	wyświetl mój kontakt o nazwie grzegorz	o o o o o b-name
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go anatol o numerze 503 800 855 jako domowy	o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go bolesław o numerze 713 564 555 jako typ pracowy	o o o o b-name o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go brunon szulc z numerem 18 816 77 64	o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go fryderyk o numerze telefonu 764 555 123 jako komórkowy	o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go krystian o numerze telefonu 52 687 20 43	o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go laura wiśniewski o numerze 68 875 11 32	o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go lidia szymański z numerem telefonu 15 573 16 48	o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go mama z numerem 651 466 639 jako typ pracowy	o o o o b-name o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go mania z numerem telefonu 519 322 499 jako typ stacjonarny	o o o o b-name o o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go marzenna pasternak z numerem 592 754 842 jako domowy	o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go mirosława lewicki z numerem telefonu 524 720 374 jako komórkowy	o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt nazywając go rudolf o numerze telefonu 741 306 892 jako typ stacjonarny	o o o o b-name o o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie aneta szewczyk o numerze 17 362 76 65 jako domowy	o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie babcia ewelina z numerem 761 325 799 jako domowy	o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie dziadek eugeniusz z numerem telefonu 23 332 10 87 jako typ stacjonarny	o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie edward z numerem 601 774 860 jako typ pracowy	o o o o b-name o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie kuba wesołowski o numerze telefonu 622 458 650 jako komórkowy	o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie maja o numerze telefonu 778 272 589	o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie olga o numerze telefonu 24 119 47 27 jako typ stacjonarny	o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie oskar kozłowski z numerem 44 687 98 68	o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie rozalia o numerze 24 460 39 56 jako typ pracowy	o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie seweryn fogiel z numerem telefonu 632 285 804 jako komórkowy	o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie skarb z numerem telefonu 724 610 741	o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz kontakt o nazwie waldemar o numerze 683 225 270	o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go alfred z numerem 780 132 858 jako domowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go anatol kwiatkowski o numerze 75 163 30 59 jako domowy	o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go ania z numerem 63 944 61 82 jako typ pracowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go ewelina o numerze telefonu +48 95 686 52 79 jako komórkowy	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go henryk z numerem telefonu +48 753 498 505	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go hieronim sikora z numerem 696 661 640	o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go kasia z numerem telefonu 14 927 29 83 jako typ stacjonarny	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go konrad mazur o numerze 85 413 72 21	o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go leopold o numerze +48 22 859 11 81 jako typ pracowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go michał o numerze telefonu 746 742 847	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go wanda o numerze telefonu 46 601 72 93 jako typ stacjonarny	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt nazywając go wioletta z numerem telefonu 749 741 315 jako komórkowy	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie adela z numerem telefonu 695 771 147 jako typ stacjonarny	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie borys z numerem telefonu 661 363 768	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie dagmara kaczmarek o numerze telefonu 61 891 42 99 jako typ stacjonarny	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie hanna o numerze 87 266 75 59 jako domowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie kajetan górski o numerze 25 816 57 94	o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie kazimierz z numerem 58 321 82 98 jako domowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie krzysztof lewandowski o numerze 81 379 89 10 jako typ pracowy	o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie leszek o numerze telefonu 16 445 96 95 jako komórkowy	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie marzena z numerem +48 668 732 877 jako typ pracowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie otylia z numerem telefonu 665 607 635 jako komórkowy	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie sandra z numerem 75 480 97 63	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	stwórz nowy kontakt o nazwie tobiasz o numerze telefonu 595 338 303	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt o numerze 548 318 510	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt o numerze telefonu 594 144 898	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt z numerem 657 296 506	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz kontakt z numerem telefonu 756 130 895	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt o numerze 15 401 22 91	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt o numerze telefonu +48 22 529 47 38	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt z numerem 77 814 67 33	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	otwórz mój kontakt z numerem telefonu +48 29 872 27 46	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt o numerze 33 389 29 68	o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt o numerze telefonu 18 739 39 97	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt z numerem 671 304 866	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż kontakt z numerem telefonu 520 390 563	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt o numerze 63 265 32 65	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt o numerze telefonu 68 854 33 78	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt z numerem +48 74 365 20 28	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	pokaż mój kontakt z numerem telefonu 756 996 702	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt o numerze 778 345 580	o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt o numerze telefonu 77 950 98 17	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt z numerem 84 328 53 59	o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl kontakt z numerem telefonu 777 794 969	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt o numerze 573 571 750	o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt o numerze telefonu 68 910 27 25	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt z numerem 48 985 94 67	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	wyświetl mój kontakt z numerem telefonu 68 277 87 18	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 17 766 62 95 i o adresie email arleta.piątek@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 34 115 24 35 i z mailem leon22533@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 509 276 248 i z emailem gosia@gmail.com	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 516 824 574 oraz o adresie mailowym marcelina13525@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 528 215 488 oraz z mailem eugeniusz.jakubowski@gmail.com	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 586 952 762 oraz z emailem kornelia.wiśniewski@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 62 290 24 29 i o adresie mailowym zenon31606@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 685 190 930 oraz o adresie email bogusław26278@o2.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 71 463 96 64 i z adresem email marta10233@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 75 227 53 58 oraz z adresem email waleria.potok@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu +48 745 367 601 i o adresie mailowym eleonora.grec@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 14 783 64 50 i z adresem email ignacy.małecki@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 14 904 13 20 oraz o adresie mailowym jakub18981@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 24 236 89 52 oraz z adresem email aleksy.niedzielski@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 25 627 73 19 oraz o adresie email marek.woźniak@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 43 409 96 34 oraz z emailem milena.miller@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 44 458 86 92 oraz z mailem antoni.wyrzykowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 522 245 370 i z emailem lidia.kędzierski@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 68 806 60 30 i z mailem mateusz.kozłowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 94 650 80 14 i o adresie email krystyna.wieczorek@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem +48 635 437 295 i z emailem zenona.wyrzykowski@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 24 803 43 58 i z adresem email alfons25866@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 681 244 525 i o adresie mailowym zenobia.skiba@interia.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 683 240 611 oraz z adresem email benedykt11208@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 704 744 972 oraz z mailem liliana11637@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 766 568 868 oraz z emailem janusz32171@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 83 996 89 94 i o adresie email florian342@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 86 693 89 83 i z mailem rafał.mazur@onet.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 89 699 92 16 oraz o adresie mailowym stanisław.towarek@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 94 858 23 85 oraz o adresie email mariola28364@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
