domain	intent	utterance	bio
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name joycelin and add the number +1 512 555 0149 as home	o o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name bianka and add the number +1 605 555 0106 as work	o o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name kary and add the number +1 803 555 0109 as private	o o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name alurta and add the number +1 518 555 0181 as home	o o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name etan and add the number 512 555 0193 as work	o o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name mike and add the number +1 502 555 0120 as private	o o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name livvie and give it a number 803 555 0176	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name karil and give it a number +1 602 555 0122	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name maidy and give it a number 518 555 0159	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name jake and give it a number +1 605 555 0132	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name odetta and give it a number +1 518 555 0190	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name karrah and give it a number +1 202 555 0105	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name welsh and give it a number 701 555 0185 as home	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name miguela and give it a number +1 202 555 0103 as work	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name stovall and give it a number +1 202 555 0185 as private	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name douglas and give it a number +1 617 555 0135 as home	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name biddy and give it a number 502 555 0182 as work	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name aubry and give it a number +1 202 555 0107 as private	o o o o o o o b-name o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name arjan with a number 803 555 0141	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name dolloff with a number 512 555 0198	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name kathleen sullivan with a number 615 555 0153	o o o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name melinda pharms with a number 860 555 0115	o o o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name aubrey with a number 701 555 0196	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name gustie with a number +1 512 555 0193	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name paul with a number 701 555 0155 as home	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name henry van with a number 615 555 0106 as work	o o o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name eachern with a number 202 555 0197 as private	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name prady with a number +1 207 555 0179 as home	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name christie patrick with a number +1 202 555 0163 as work	o o o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name reinhardt with a number +1 225 555 0152 as private	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name winny with number 202 555 0175	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name dita with number +1 303 555 0194	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name joe hillings with number 225 555 0130	o o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name keeley with number 617 555 0182	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name timi with number +1 207 555 0175	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name joletta with number 502 555 0120	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name daegal with number 207 555 0129 as home	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name gretel with number 303 555 0106 as work	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name elizabeth with number +1 225 555 0135 as private	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name courtney votaw with number +1 803 555 0193 as home	o o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name mada with number +1 303 555 0131 as work	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name shue with number +1 303 555 0197 as private	o o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name rory bonafe with the number +1 518 555 0159	o o o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name alvera with the number +1 803 555 0176	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name lea with the number 202 555 0183	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name grace garcia with the number +1 617 555 0108	o o o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name montana with the number 207 555 0175	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name vitoria with the number 225 555 0164	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	create a new contact using a name florine with the number +1 615 555 0196 as home	o o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNumber	display my contacts with phone number +1 202 555 0169	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	display my contacts with phone number +1 602 555 0158	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	display my contacts with phone number +1 518 555 0152	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	display my contacts with phone number 225 555 0168	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	display my contacts with phone number +1 615 555 0106	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	open my contacts with phone number +1 860 555 0143	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	open my contacts with phone number +1 860 555 0149	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	open my contacts with phone number +1 202 555 0147	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	open my contacts with phone number 225 555 0136	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	show my contacts with phone number +1 605 555 0137	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	show my contacts with phone number 207 555 0198	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	show my contacts with phone number 207 555 0128	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	show my contacts with phone number 303 555 0171	o o o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	show my contacts with phone number +1 512 555 0129	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumber	show my contacts with phone number +1 860 555 0115	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNumberAndWithEmail	display my contacts with phone number +1 803 555 0114 and email heidi.izaak@proton.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	display my contacts with phone number +1 860 555 0198 and email berti.o'shee@kpmg.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	display my contacts with phone number 202 555 0112 and email claudia.jermaine@yahoo.com	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	display my contacts with phone number 202 555 0185 and email shellie@schwab.com	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	display my contacts with phone number +1 502 555 0183 and email tresa@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	open my contacts with phone number 518 555 0188 and email leonanie.gamal@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	open my contacts with phone number +1 202 555 0175 and email audy@hotmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	open my contacts with phone number 615 555 0175 and email denice.luann@yahoo.com	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	open my contacts with phone number +1 803 555 0171 and email adam.driver@proton.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	open my contacts with phone number +1 803 555 0199 and email farah@thermoecotek.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	show my contacts with phone number +1 701 555 0194 and email eadie@outlook.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	show my contacts with phone number 617 555 0135 and email rhodie.hoppe@hotmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	show my contacts with phone number 803 555 0171 and email lona@enron_development	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	show my contacts with phone number +1 605 555 0184 and email remy.felten@yahoo.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o b-email
Contacts	ShowContactWithNumberAndWithEmail	show my contacts with phone number 617 555 0112 and email laura.lantefield@enron.com	o o o o o o b-phone_number i-phone_number i-phone_number o o b-email
