domain	intent	utterance	bio
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 533 404 340 oraz o adresie mailowym lilianna.przybysz@gmail.com	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 56 406 63 54 oraz z emailem lena.woźniak@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 760 752 300 oraz z mailem piotr27673@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 17 895 34 59 i z adresem email marcin.zięba@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 41 627 10 58 i o adresie email zenobia4317@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 59 859 38 74 i o adresie mailowym daniela.górski@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 765 638 868 i z emailem łucja26920@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze 22 655 80 10 i z mailem witold3077@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 666 150 131 oraz z adresem email aleksander.pasternak@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu +48 649 910 623 oraz o adresie email filip15883@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 564 354 710 oraz o adresie mailowym mirosław18814@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 557 191 862 oraz z emailem patrycja.towarek@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 34 835 72 14 oraz z mailem mieczysława.krawczyk@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 44 220 85 51 i z adresem email włodzimierz.skiba@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 689 752 703 i o adresie email martyna.małecki@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 85 253 23 29 i o adresie mailowym wincenty13692@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl kontakt o numerze telefonu 22 651 42 59 i z emailem ireneusz27715@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem +48 755 575 726 oraz o adresie email violetta.kwiecień@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 779 115 922 oraz o adresie mailowym oliwia.czech@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 62 777 53 17 oraz z emailem roman23640@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 83 722 70 59 oraz z mailem serotonina@sklep-turystyczny.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 644 897 395 i z adresem email romana.kłossowski@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem +48 706 305 805 i o adresie email magdalena.kłossowski@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 33 237 15 44 i o adresie mailowym wiktoria11528@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 563 388 537 i z emailem przemysław.kwiecień@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem 65 996 33 46 i z mailem janina15718@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu +48 62 517 85 17 oraz z adresem email daniel.skiba@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 504 583 583 oraz o adresie email kontakt@sklep-miesny.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 631 566 659 oraz o adresie mailowym sylwester1966@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 68 211 98 58 oraz z emailem andżelika4074@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 624 882 676 oraz z mailem krystian13096@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 42 951 10 88 i z adresem email marek21037@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 24 228 46 55 i o adresie email justyna824@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 634 279 982 i o adresie mailowym mieczysław31924@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 732 117 158 i z emailem honorata23901@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt z numerem telefonu 77 557 19 70 i z mailem grzegorz.borkowski@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 23 873 88 22 oraz z adresem email marzanna.cichocki@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 582 897 887 oraz o adresie email radosław14844@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 586 980 809 oraz o adresie mailowym oskar10731@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 730 417 851 oraz z emailem agata@wp.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 648 990 407 oraz z mailem hanna.miller@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 654 444 497 i z adresem email olaf.jakubowski@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 25 713 10 22 i o adresie email bogdan.galiński@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 44 622 99 41 i o adresie mailowym ryszard5518@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 705 909 175 i z emailem wioleta5648@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze 523 201 613 i z mailem bożenna.szewczyk@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 791 748 583 oraz z adresem email edmund.wojciechowski@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu +48 16 760 94 91 oraz o adresie email michalina18886@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 506 787 656 oraz o adresie mailowym apolonia.kowalski@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 581 657 551 oraz z emailem grażyna3084@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 572 429 183 oraz z mailem celina3168@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 527 973 571 i z adresem email diana.cichocki@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 574 681 218 i o adresie email fabian.swat@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 681 428 539 i o adresie mailowym bogumił12422@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 22 394 83 15 i z emailem bartosz.majewski@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	wyświetl mój kontakt o numerze telefonu 23 683 36 61 i z mailem radosław.kędzierski@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 683 240 611 oraz z adresem email benedykt11208@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 94 858 23 85 oraz o adresie email mariola28364@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 89 699 92 16 oraz o adresie mailowym stanisław.towarek@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 766 568 868 oraz z emailem janusz32171@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 704 744 972 oraz z mailem liliana11637@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 24 803 43 58 i z adresem email alfons25866@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 83 996 89 94 i o adresie email florian342@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 681 244 525 i o adresie mailowym zenobia.skiba@interia.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem +48 635 437 295 i z emailem zenona.wyrzykowski@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem 86 693 89 83 i z mailem rafał.mazur@onet.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 759 981 770 oraz z adresem email bartłomiej3258@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 55 431 11 31 oraz o adresie email julianna.jankowski@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 608 366 681 oraz o adresie mailowym alfreda.majewski@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 589 303 152 oraz z emailem albert.topolski@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 94 786 33 57 oraz z mailem rozalia29474@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 606 364 801 i z adresem email rajmund15149@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 14 848 19 52 i o adresie email kaja.borkowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu +48 504 677 985 i o adresie mailowym andrzej.nowak@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 25 717 23 42 i z emailem grażyna.kłossowski@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt z numerem telefonu 631 890 832 i z mailem sabina.woźniak@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 75 227 53 58 oraz z adresem email waleria.potok@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 685 190 930 oraz o adresie email bogusław26278@o2.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 516 824 574 oraz o adresie mailowym marcelina13525@onet.pl	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 586 952 762 oraz z emailem kornelia.wiśniewski@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 71 463 96 64 i z adresem email marta10233@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 17 766 62 95 i o adresie email arleta.piątek@o2.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 62 290 24 29 i o adresie mailowym zenon31606@wpl.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 509 276 248 i z emailem gosia@gmail.com	o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze 34 115 24 35 i z mailem leon22533@gazeta.pl	o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 24 236 89 52 oraz z adresem email aleksy.niedzielski@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 25 627 73 19 oraz o adresie email marek.woźniak@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 14 904 13 20 oraz o adresie mailowym jakub18981@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 43 409 96 34 oraz z emailem milena.miller@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 44 458 86 92 oraz z mailem antoni.wyrzykowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 14 783 64 50 i z adresem email ignacy.małecki@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 94 650 80 14 i o adresie email krystyna.wieczorek@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu +48 745 367 601 i o adresie mailowym eleonora.grec@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 522 245 370 i z emailem lidia.kędzierski@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz kontakt o numerze telefonu 68 806 60 30 i z mailem mateusz.kozłowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 55 296 77 28 oraz z adresem email nikodem6433@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 42 557 58 81 oraz o adresie email dawid15263@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 702 307 190 oraz o adresie mailowym kornel20335@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 684 872 723 oraz z emailem grzegorz27880@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 54 148 66 80 oraz z mailem lechosław17105@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 669 322 811 i z adresem email paweł20684@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 519 420 778 i o adresie email walentyna.szymański@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 694 525 522 i o adresie mailowym iga.majewski@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem 24 342 29 57 i z emailem stefan30714@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem +48 67 394 37 23 i z mailem joachim22538@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 62 532 76 17 oraz z adresem email artur.wdowiak@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 83 512 14 14 oraz o adresie email alfred15486@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 590 851 810 oraz o adresie mailowym elwira10270@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 509 127 296 oraz z emailem anetta25526@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 559 725 123 oraz z mailem wiesława6878@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 14 376 57 62 i z adresem email apolonia12844@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 84 803 18 83 i o adresie email emil.sikora@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 541 173 676 i o adresie mailowym katarzyna.krupa@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 538 561 291 i z emailem romuald.czarnecki@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt z numerem telefonu 54 348 23 30 i z mailem agata.kalinowski@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 600 203 909 oraz z adresem email emilian25590@gmail.com	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze +48 594 599 106 oraz o adresie email sebastian.przybysz@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 33 908 37 15 oraz o adresie mailowym jerzy.wesołowski@interia.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 15 547 95 51 oraz z emailem kontakt@mojemiasto.gov	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 656 830 573 oraz z mailem julia.małecki@onet.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 560 951 396 i z adresem email zygfryd31979@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 48 716 73 84 i o adresie email bartłomiej.kłossowski@o2.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze +48 690 184 806 i o adresie mailowym michał.szulc@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 629 271 924 i z emailem liliana.wiśniewski@gazeta.pl	o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze 85 845 73 85 i z mailem kazimierz.dobrucki@wpl.pl	o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 618 986 456 oraz z adresem email jan20256@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 59 279 71 13 oraz o adresie email kinga14652@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 741 447 217 oraz o adresie mailowym feliksa17588@interia.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 538 395 241 oraz z emailem beniamin.niedzielski@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 762 948 577 oraz z mailem daniel21175@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 75 911 90 70 i z adresem email lech21428@gmail.com	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu +48 33 214 21 72 i o adresie email paulina31535@o2.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 29 264 37 65 i o adresie mailowym irena.krawczyk@onet.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 29 891 88 24 i z emailem renata.zięba@gazeta.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	otwórz mój kontakt o numerze telefonu 23 501 88 93 i z mailem malwina24031@wpl.pl	o o o o o o b-phone_number i-phone_number i-phone_number i-phone_number o o o b-email
Contacts	ShowContactWithNumberAndWithEmail	znajdź kontakt z numerem 798 326 152 oraz z adresem email maria.dopamina@samsung.com	o o o o b-phone_number i-phone_number i-phone_number o o o o b-email
